"communityname","state","fold","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","PctKidsBornNeverMar","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccMedVal","RentMedian","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","murdPerPop","rapesPerPop","robbbPerPop","assaultPerPop","burglPerPop","larcPerPop","autoTheftPerPop","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop","rip","midwest","south","northeast","west"
"Carpinteriacity","CA",10,13747,2.78,0.76,81.36,2.15,36.56,14.32,27.77,14.11,11.36,100,34827,78.86,1.65,42.3,26.68,5.4,12.95,40940,17093,12937,12775,14633,7921,8700,5.92,10.23,23.73,22.6,3.75,69.18,13.79,22.23,12.52,24.58,11.01,33.81,15.61,3.26,73.68,67.86,85.07,69.58,65.97,78.04,1.34,21.1,31.46,39.57,52.06,3.96,5.9,7.42,9.76,69.34,11.27,9.71,6.72,2.74,2.56,2.97,52.86,12.04,62.07,2,505,90.75,56.52,0.59,24.16,1972,3.17,0.44,284400,707,759,30.6,26.6,11.5,67,0,18.75,49.81,46.04,76.28,88.04,2.8,4902.6,2.94,0,29.14,51,400.73,918.03,1479.05,138.43,21.86,480.87,2557.37,4,0,0,0,1
"Salinascity","CA",10,108777,3.26,3.01,54.55,8.08,50.64,15.71,31.46,15.23,7.53,100,31271,82.22,0.98,29.49,20.87,11.66,15.22,33121,14318,11375,11467,12656,6149,6829,15.58,23.31,37.7,13.02,10.81,61.85,10.03,17.8,14.34,17.77,9.28,32.84,14.91,3.67,71.15,66.11,77.12,73.85,62.22,67.53,4.96,13.08,24.21,35.89,44.78,3.45,6.4,9.48,11.83,52.85,16.42,15.8,11.97,3.21,3.12,3.28,44.98,22.21,58.77,2,1217,96.48,46.25,0.99,14.05,1970,3.97,0.73,161500,528,580,28.3,24.4,11.2,68,86,26.42,49.63,41.54,79.66,89.25,19.3,5637.3,2.28,12.46,41.52,465.05,700.9,1102.01,4022.72,651.08,52.32,1219.93,5828.13,4,0,0,0,1
"Oviedocity","FL",10,11114,2.93,12.24,84.18,1.59,6.91,12.48,28.89,10.67,4.49,100,40221,91.69,0.37,42.55,13.28,1.75,10.61,42843,15244,8520,193,11220,11184,9319,7.83,2.53,9.5,34.85,3.57,74.27,17.12,23.89,8.38,35.16,7.37,22.47,10.74,3.22,82.71,78.66,93.7,86.96,68.71,69.58,3.11,17.81,23.39,36.27,48.28,0.75,0.98,1.52,2.02,90.64,0.6,3.81,3.16,2.92,2.96,2.74,81.79,2.85,19.75,3,417,90.1,80.61,0.96,20.38,1987,3.16,0.52,92800,484,570,28.2,23.8,12.1,0,0,4.19,33.19,20.73,38.17,65.39,13.9,801,0,0,28.54,164.11,635.03,2054.94,3795.93,385.3,7.14,827.68,6243.31,2,0,1,0,0
"PalisadesParkborough","NJ",10,14536,2.52,1.57,75.06,20.02,11.5,10.31,26.17,11.67,12.69,100,36019,80.41,0.67,43.4,25.25,2.82,12.49,44334,18694,12721,0,16528,12247,12849,7.7,10.5,22.03,26.55,5.45,63.62,18.27,18.55,13.15,29.47,7.3,33.01,8.85,3.11,82.8,81.29,92.35,79.75,47.05,54.6,0.92,28.55,42.21,48.43,55.56,10.99,16.24,18.64,21.38,52.64,10.7,4.37,2.98,2.52,2.87,2.29,43.87,6.77,64.29,2,272,95.5,38.43,0.37,41.18,1957,0.83,0,208500,649,711,27.5,24.8,14.7,0,0,38.48,38.02,55.44,71.13,76.96,1.3,11613.9,16.57,0,0,52.63,59.21,394.71,1184.13,309.19,0,111.84,1888.03,3,0,0,1,0
"Plainsborotownship","NJ",10,14213,2.08,10.71,78.21,9.88,3.88,8.57,34.4,11.68,2.69,0,46915,95.73,0.54,55.13,4.81,1.06,3.46,60105,29857,17767,0,22147,24273,20359,1.54,1.42,3.84,59.22,3.39,83.75,20.65,26.52,4.56,48.58,10.16,37.33,11.72,2.86,81.15,81.81,90.34,81.12,52.96,64.53,2.66,25.23,35.91,52.33,59.47,3.81,5.42,7.89,8.97,82.59,1.53,1.83,0.95,2.08,2.53,1.79,47.77,1.98,76.88,2,929,88.02,39.34,0.22,22.82,1982,0.53,0.19,211100,647,727,23.8,25.6,14.3,0,0,15.08,38.77,22.34,41.09,65.59,12.4,1141.9,9.49,6.75,13.51,40.52,101.31,499.8,1789.81,209.37,13.51,162.09,2512.49,3,0,0,1,0
"Saginawcity","MI",10,69512,2.66,40.35,52.26,0.43,10.51,15.95,28.5,13.87,10.71,100,17736,63.65,0.16,26.71,28.02,25.53,18.68,21900,11361,6385,6774,3566,5942,6103,31.72,10.42,31.43,9.25,17.82,45.72,20.65,25.89,20.12,17.49,13.01,37.23,17.02,3.21,45.11,40.94,46.83,51.51,55.12,60.74,12.28,13.54,17.6,22.14,27.9,0.24,0.31,0.39,0.49,92.48,0.62,7.11,4.87,2.61,2.69,2.51,59.24,4.17,47.02,3,1807,93.54,57.55,13.12,46.93,1944,9.02,0.82,32800,267,343,35.1,17,14.8,38,1,1.77,74.5,58.48,89.99,94.47,18.1,3846.4,1.63,30.99,72.64,674.65,2233.8,2559.15,4657.75,345.07,184.51,3012.08,7746.48,1,1,0,0,0
"Vallejocity","CA",10,109199,2.92,21.15,50.46,22.95,10.78,14.35,27.49,13.44,9.96,100,36605,79.57,0.56,34.19,22.23,10.85,22.12,41183,16380,12108,11478,12510,10440,10988,8.48,6.8,19.04,19.2,6.55,62.7,13.74,22.94,11.76,23.56,10.68,31.28,14.29,3.33,72.02,67.59,79.37,73.37,63.04,70.66,3.48,12.34,20.29,31.66,40.52,2.23,3.67,5.73,7.34,75.03,2.48,9.13,6.77,2.85,2.95,2.68,64.16,9.25,47.35,3,2519,93.69,61.88,2.02,26.36,1965,3.05,0.22,140600,511,578,28,25.5,12.1,47,9,18.1,46.72,43.03,65.04,86.92,31.3,3488.3,3.7,8.93,58.01,534.61,846.99,1608.3,4197.46,1026.38,71.4,1448.54,6903.54,4,0,0,0,1
"ElCampocity","TX",10,10511,2.76,11.97,74.43,0.29,31.59,14.73,25.5,11.69,13.39,0,21049,74.5,3.02,33.22,32.31,7.17,10.22,25904,12548,5150,0,4803,9093,8002,22.09,22.7,40.64,12.4,8.12,57.2,15.27,21.57,21.1,17.42,8.84,25.24,11.14,3.29,74.23,68.94,82.62,74.2,60.66,67.14,1.87,12.04,13.27,26.54,39.56,0.47,0.51,1.03,1.53,71.16,4.49,6.5,4.79,2.73,2.66,2.83,60.48,7.94,49.96,3,331,91.99,61.97,4.53,57.4,1960,12.15,1.16,47400,236,317,25.5,20.1,13.7,0,0,3.88,87.16,54.85,90.03,98.19,5.9,1777.9,0,9.43,28.29,94.29,490.29,1301.15,4327.74,282.86,9.43,622.3,5921.18,2,0,1,0,0
"Lancastercity","CA",10,97291,2.96,7.41,79.38,3.72,15.23,13.9,29.54,12.94,7.21,99.38,38388,82.88,0.47,35.83,18.73,10.18,16.21,41339,16005,10072,9788,14989,8807,9296,9.9,5.84,19.72,16.2,6.94,61.3,18.97,20.77,11.5,28.05,11.35,29.16,16.06,3.27,74.48,69.97,82.44,75.3,51.46,62.08,4.7,19.79,27.97,36.57,46.02,1.81,2.56,3.34,4.21,85.62,2.71,7.29,5.43,2.83,2.89,2.72,64.36,6.6,40.64,3,3316,90.84,62.94,1.72,18.06,1980,2.46,0.48,133700,542,610,27.6,24.4,11.7,49,0,9.15,50.43,32.03,74.4,86.2,92,1057.6,1.04,5.84,50.09,219.56,943.36,1143.72,1982.72,848.19,88.49,1218.85,4063.12,4,0,0,0,1
"CommerceCitycity","CO",10,16466,2.87,2.86,84.88,1.14,35.93,14.96,27.4,12.67,9.27,98.4,20427,77.29,0.16,21.32,24.74,14.47,13.27,24268,8913,6781,4973,7411,7558,7344,23.23,13.8,39.44,3.37,10.59,57.45,17.55,12.53,25.96,10.78,15.07,28.68,18.71,3.29,61.46,55.24,54.09,65.67,52.39,64,4.59,21.21,27.61,31.65,36.2,0.77,1,1.14,1.31,81.59,2.6,7.85,5.87,2.83,2.77,2.91,57.72,7.91,53.73,2,672,89.52,58.9,4.46,48.21,1959,9.68,0.9,56800,335,408,32.9,22.6,13.5,39,0,3.61,60.85,54.75,82.23,93,20.7,795.8,3.77,16.53,49.58,176.27,1266.94,2175.83,8273.66,875.84,77.12,1509.32,11402.45,4,0,0,0,1
"GrantsPasscity","OR",10,17488,2.45,0.22,96.44,1.29,2.82,12.39,22.84,10.74,18.69,0,21557,63.75,0.98,39.63,37.34,8.63,19.6,26595,11686,6856,10087,10185,8052,7745,18.05,7.68,23.86,14,9.34,50.63,20.37,24.63,19.26,23.38,13.54,24.2,17.1,2.92,65.09,63.19,58.86,74.96,63.09,73,2.82,8.88,14.58,18.91,28.93,0.22,0.37,0.47,0.73,96.25,0.58,4.28,2.76,2.34,2.4,2.28,55.05,3.51,57.1,2,335,95.52,53.72,1.79,30.45,1964,6.96,0.59,66600,332,403,31.5,22.8,14.1,79,0,2.51,34.52,37.92,72.84,81.33,6.7,2614.8,0,0,30.5,137.25,45.75,1591.09,7838.55,538.84,40.67,213.5,10009.15,4,0,0,0,1
"SanBenitocity","TX",10,20125,3.49,0.21,75.81,0.11,87.59,18.77,30.62,14.78,10.73,100,16553,69.26,1.17,18.27,32.45,21.11,12.15,18581,6912,5220,2097,0,4605,5267,36.8,40.75,53.35,9.2,13.89,47.8,12.4,26.95,17.88,19.78,7.03,31.91,12.77,3.93,69.62,62.38,78.99,74.25,56.57,58.78,2.85,10.8,18.58,25.25,39.06,1.82,3.13,4.25,6.58,17.83,18.4,19.12,15.7,3.48,3.46,3.51,66.89,22.87,58.49,2,784,88.02,67.22,10.59,40.43,1967,23.63,2.71,30000,193,244,27.2,20.7,12.2,0,0,16.84,70.93,64.36,88.43,94.4,9.4,2144.6,0.32,4.21,50.51,58.93,420.95,1056.58,4394.68,408.32,21.05,534.6,5880.63,2,0,1,0,0
"Cantontown","MA",10,18530,2.81,1.28,97.13,1.21,0.81,13.3,26.38,13.29,12.47,90.55,53492,84.48,0.99,53.69,27.7,3.69,18.57,62471,21919,21538,0,37739,18107,12586,2.39,3.28,9.89,32.68,5,66.41,15.28,25.86,5.48,37.25,4.9,33.46,7.34,3.28,85.97,84.5,95.88,87.87,67.16,73.28,0.68,0,5.16,6.74,10.11,0,0.26,0.35,0.52,93.88,0.84,5.96,4.42,2.76,3.01,2.04,81.5,0.76,34.97,3,184,97.29,74.91,5.43,35.33,1962,0,0,204100,620,690,24,20.2,12.8,0,0,5.13,82.1,69.85,86.35,95.53,19.6,944.5,9.12,0,0,26.63,106.51,575.17,1251.53,308.89,0,133.14,2135.59,3,0,0,1,0
"Polandtownship","OH",10,13993,2.81,0.08,99.52,0.25,0.7,13.2,20.6,10.18,14.26,81.17,36132,74.9,0.14,53.66,32.77,4.53,24.45,40434,15303,0,7100,0,888,11058,4.05,3.07,12.54,26.83,4.29,58.59,15.46,28.35,10.35,33.51,4.13,22.2,4.87,3.15,91.48,89.98,97.37,83.62,55.58,64.42,0.45,7.57,7.57,7.57,13.88,0.17,0.17,0.17,0.31,93.11,0.42,3.72,3.11,2.81,2.88,2.09,93.36,0.7,16.31,3,92,98.19,91.09,1.09,53.26,1958,1.01,0.16,73900,316,396,22.6,20.5,12.6,0,0,2.27,78.11,70.62,92.64,95.51,21.9,639.9,0,0,8.85,0,0,230.05,698.99,106.18,8.85,8.85,1044.07,1,1,0,0,0
"Evansvillecity","IN",10,126272,2.38,9.53,89.56,0.57,0.58,12.86,26.03,12.69,15.2,100,22936,73.22,0.57,40.81,32.52,7.34,16.6,29368,13116,7506,7813,13516,8017,9721,14.61,11.05,27.61,14.56,7.12,58.54,20.29,23.99,18.18,21.85,12.68,27.86,15.86,2.94,66.64,63.36,72.56,68.16,66.97,73.89,3.94,18.84,24.38,38.87,41.35,0.18,0.23,0.36,0.38,96.85,0.55,3.22,2.07,2.3,2.47,2.06,63.31,2.05,59.88,2,5240,90.99,58.98,4.83,44.58,1952,6.69,0.23,45500,264,340,25.8,17.9,12.8,79,4,0.93,69.11,53.99,85.31,91.43,42.2,2993.9,1.64,5.36,32.92,115.62,437.21,1209.8,3337.67,275.65,49.77,591.11,4872.89,1,1,0,0,0
"Tylercity","TX",10,75450,2.57,28.17,66.12,0.51,8.91,15.38,28.48,14.9,12.94,100,23661,75.06,0.9,35.1,29.04,7.19,13.93,30459,16629,7041,8423,13328,6784,6445,19.53,9.69,22.95,24.74,8.08,57.34,14.46,28.69,14.93,27.99,10.51,29.33,15.13,3.13,68.69,64.63,76.66,74.46,57.23,66.46,4.12,14.06,33.87,43.66,56.99,0.75,1.81,2.33,3.04,90.06,2.54,6.29,4.16,2.49,2.6,2.36,55.24,5.55,52.75,2,3479,89.41,52.8,3.85,43.49,1966,9.56,0.51,60000,300,366,26.9,18.8,13.2,10,4,5.34,72.84,48.43,77.43,92.79,41.1,1836.7,0.33,11.02,122.39,280.28,728.24,2199.4,6595.76,646.24,42.84,1141.93,9484.24,2,0,1,0,0
"Burbankcity","CA",10,93643,2.38,1.75,82.59,6.77,22.61,11.49,26.98,12.39,13.2,100,35959,78.77,0.56,41.1,23.57,6.77,13.88,42138,20053,17113,11364,14960,11378,11731,8.32,8.38,20.32,22.92,5.12,65.27,18.52,19.31,10.67,31.48,11.62,35.58,16.06,3.03,71,69.2,83.85,73.16,57.96,65.73,3.52,16.66,24.82,32.79,46.56,4.29,6.38,8.44,11.98,67.55,7.6,5.49,3.31,2.36,2.53,2.22,48.89,9.74,73.03,2,1941,95.29,45.7,1.24,21.17,1953,1.5,0.58,262500,612,677,28.4,24.1,11.5,46,1,25.73,39.46,48,83.78,87.55,18,5210.5,3.23,4.99,15.97,208.65,261.57,663.9,2551.76,990.36,113.81,491.18,4319.83,4,0,0,0,1
"Newarkcity","OH",10,44389,2.49,3.21,95.98,0.39,0.66,12.9,25.77,12.14,13.09,100,23062,72.75,0.7,37.04,30.14,9.63,20.31,28490,11710,9200,3952,31513,7751,9293,15.56,8.71,27.16,11.32,7.99,56.8,19.85,22.6,18.05,22.56,12.26,24.38,15.68,3.02,69.92,67.88,74.66,75.68,60.32,64.79,2.3,4.01,7.41,9.26,16.05,0.03,0.05,0.07,0.12,97.67,0.39,3.7,2.49,2.44,2.56,2.28,59.6,1.46,48.85,3,1165,93.86,56.75,1.89,35.02,1955,7.37,0.46,49500,269,351,26.5,17.1,12.2,1,0,0.73,80.08,51.69,86,93.12,18.7,2376.3,0.49,0,64.07,112.68,905.88,981,3192.66,265.13,29.21,1082.63,4468,1,1,0,0,0
"Gretnacity","LA",10,17208,2.6,34.09,62.72,1.44,4.37,13,26.7,12.69,12.99,100,17344,68.46,0.3,23.46,31.05,12.79,16.17,21570,10906,5234,6139,6781,7052,7167,29.88,18.11,39.82,7.97,11.14,46.36,9.99,20.4,16.55,15.16,16.1,34.84,17.88,3.13,53.74,46.01,56.53,47.66,55.95,62.05,8.32,14.67,29.12,36.34,48.76,0.38,0.75,0.94,1.26,90.55,1.18,7.08,4.66,2.48,2.49,2.47,51.18,8.22,59.78,2,1371,82.83,50.98,12.04,56.46,1957,10.7,0.81,52200,257,340,34.4,21,12.5,0,0,2.57,81.35,55.97,85.26,95.44,3.6,4722.3,3.82,0,51.49,640.77,898.22,2214.09,4142.11,1132.79,0,1590.48,7488.99,2,0,1,0,0
"MiamiBeachcity","FL",10,92639,1.88,5.18,88.3,1.21,46.79,7.92,20.08,9.08,24.28,100,15312,57.06,0.48,32.21,40.11,10.28,10.98,22020,17568,8197,6306,11314,8144,10620,25.22,16.88,34.51,21.2,8.9,47.01,6.68,22.48,8.65,29.5,15.93,33.74,17.03,2.73,58.32,55.67,67.86,51.6,57.28,62.86,4.39,16.26,23.04,29.99,43.09,8.35,11.82,15.39,22.11,39.58,18.15,3.61,1.56,1.85,2.04,1.77,31.48,15.45,91.61,1,13108,79,28.5,1.72,23.72,1961,9.01,0.88,191300,379,427,35.1,25.2,13.7,61,20,51.31,11.48,38.19,71.29,73.61,7.3,12711.2,14.84,14.2,69.92,812.86,1084.9,3250.34,10179.29,2634.14,28.41,1981.88,16092.18,2,0,1,0,0
"Uplandcity","CA",10,63374,2.75,5.33,78.85,7.03,17.54,14.53,27.59,13.42,8.35,100,41965,83.91,0.56,42.31,18.09,6.86,13.16,50040,21058,12954,20827,19447,9647,10661,7.77,5.55,15.9,25.41,5.19,67.15,16.51,23.97,9.83,32.31,9.76,29.49,14.52,3.19,75,73.04,83.53,78.27,55.77,64.15,2.4,14.41,26.33,39.52,47.36,1.84,3.37,5.06,6.06,79.37,3.26,5.8,4.27,2.73,2.89,2.48,63.96,6.44,46.8,3,1419,94.21,60.34,0.7,11.49,1974,2.15,0.29,226500,562,615,28.4,24.8,11.4,22,30,12.8,50.38,42.64,67.17,88.7,15.6,4053.1,0.96,4.83,41.84,334.74,614.77,2277.23,4494.91,1173.21,56.33,996.18,8001.68,4,0,0,0,1
"Girardcity","OH",10,11304,2.43,2.13,97.31,0.24,0.8,12,23.99,11.3,17.24,100,23999,66.01,0.06,41.89,39.68,7.56,25.16,29559,11549,8619,10680,11364,5198,7736,12.06,9.78,29.14,12.54,7.86,52.83,22.72,25.68,16.37,20.71,8.52,27.08,12.32,3.01,76.32,73.57,91.58,74.1,53.62,60.53,0.78,1.62,4.22,4.22,5.84,0.04,0.12,0.12,0.16,92.27,0.48,3.59,2.45,2.43,2.59,2.11,71.66,1.31,42.98,3,198,95.91,67.23,1.52,34.85,1953,3.96,0.78,43300,273,348,22.7,16,14.1,0,0,2.72,77.75,71.14,90.67,96.55,5,2265.9,0.37,8.69,8.69,26.08,17.38,443.29,1495,199.91,0,60.84,2138.2,1,1,0,0,0
"Shreveportcity","LA",10,198525,2.62,44.76,54.32,0.51,1.09,14.85,26.52,12.86,12.14,100,22079,73,0.5,30.42,28.14,10.96,15.25,26894,16718,5552,11755,10826,10102,9419,25.26,10.01,25.92,19.61,11.45,54.26,12.86,29.93,12.91,26.97,12.47,31.13,16.58,3.2,57.58,49.49,61.71,57.85,63.76,69.41,10.19,19.24,26.11,33.13,37.61,0.2,0.28,0.35,0.4,97.08,0.44,7,4.79,2.57,2.64,2.48,61.96,5.1,46.25,3,11828,86.48,60.5,17.65,54.06,1964,6.45,0.76,54800,269,351,28.1,20.7,13.5,115,14,1.06,73.93,56.29,86.49,92.37,102.2,1943.4,3.38,38.19,50.25,423.1,779.87,2398.91,6926.39,755.25,110.55,1291.41,10191.1,2,0,1,0,0
"Brownstowntownship","MI",10,18811,2.93,2.67,93.79,2.49,2.6,17.57,30.08,14.73,4.99,87.06,38186,87.24,0.41,35.67,16.12,8.82,9.81,42455,14296,11364,10255,10916,10500,10682,10.85,5.91,22.03,10.38,7.37,67.29,28.3,17.68,20.55,18.91,9.21,29.05,14.36,3.31,73.29,73.42,79.48,82.14,58.37,66.35,3.05,7.13,12.48,20.03,22.09,0.28,0.48,0.78,0.86,94.12,0.85,4.67,3.77,2.93,3.08,2.61,71.38,2.58,40.11,3,327,95.16,67.87,1.22,21.71,1973,2.52,0.59,76000,397,444,23.3,16.6,13.8,9,0,3.88,78.57,55.37,90.66,94.66,23.3,808.6,0.21,0,30.43,41.39,294.91,755.38,2586.92,636.38,67.26,366.73,4045.94,1,1,0,0,0
"Rollacity","MO",10,14090,2.65,2.09,92.15,4.9,1.18,23.71,41.21,29.24,11.83,0,18784,74.69,0.8,44.6,25.54,6.94,16.61,26982,10312,6819,5467,11689,14330,10003,22.38,11.83,23.16,28.32,6.71,49.32,7.43,37.38,9.38,31.65,5.75,51.68,12.86,2.91,73.08,71.4,77.78,77.74,54.88,66.34,1.23,46.16,55.73,65.88,67.89,2.78,3.35,3.96,4.08,92.29,0.64,2.68,1.65,2.25,2.45,2.08,52.09,2.75,53.2,2,548,90.66,47.99,0.36,35.04,1967,5.15,0.29,49500,232,295,26.6,16.8,11.6,0,0,6.01,58.99,33.05,52.35,78.33,8.3,1691.1,0.11,0,26.84,13.42,127.47,6581.68,2254.28,214.69,60.38,167.73,9111.03,1,1,0,0,0
"Weehawkentownship","NJ",10,12385,2.45,4.5,83.46,2.7,41.44,10.93,29.24,12.45,11.29,100,34716,80.03,0.16,42.21,23.89,7.09,10.77,39337,18490,12554,16574,14064,10195,10911,9.56,15.25,29.51,27.55,8.2,65.64,18.84,18.96,16.28,30.75,8.75,41.03,12.31,3.09,69.67,66.21,91.54,77.97,57.05,62.04,5.71,11.08,19.34,26.12,37.3,4.37,7.62,10.29,14.7,43.75,15.02,5.85,3.6,2.45,2.73,2.32,34.88,7.1,66.58,2,528,90.54,31.24,1.7,55.68,1939,4.91,0.54,215800,475,518,23.4,25.3,19.3,24,0,39.42,35.95,54.85,76.53,81.05,0.9,14029.2,37.01,15.55,7.77,233.23,326.52,1298.3,3482.86,894.04,15.55,583.07,5690.75,3,0,0,1,0
"Nashuacity","NH",10,79662,2.57,1.62,95.15,1.93,3.02,12.12,28.51,12.71,9.14,100,40505,84.8,1.18,50.24,20.88,4.16,12.92,46614,18199,15181,11961,17049,9018,10798,6.53,6.63,17.31,28.84,6.03,70.46,31.4,18.82,11.91,32.41,9.25,31.11,12.01,3.08,79.44,77.34,84.97,79.64,62.87,72.21,1.82,18.27,25.46,32.08,40.66,1.28,1.78,2.24,2.84,84.94,1.75,3.68,2.49,2.53,2.74,2.25,62.46,1.59,51.12,2,2332,93.01,57.71,0.73,25.51,1969,3.73,0.3,138800,574,645,26,23.2,14.8,26,2,7,37.01,47.72,71.02,73.34,32,2486.9,1.16,3.73,32.32,16.16,32.32,472.43,2405.67,330.7,43.51,84.53,3252.31,3,0,0,1,0
"Greensborocity","NC",10,183521,2.45,33.95,63.88,1.43,0.96,16.19,31.46,17.63,10.54,100,29184,82.31,0.57,38.73,23.42,5.02,13.22,36678,19141,9327,11954,11286,10359,12777,11.58,7.63,20.79,29.94,4.52,67.55,19.21,23.77,14.5,28.21,10.3,36,14.13,2.95,66.12,62.21,74.09,69.75,70.81,77.13,5.86,23.52,37.43,48.61,58.67,0.62,0.99,1.28,1.55,95.54,0.84,3.41,2.17,2.33,2.49,2.15,57.33,2.37,50.51,2,5506,93.15,53.67,6.57,29.48,1967,4.26,0.3,78500,358,437,24.9,21.1,12.9,132,2,2.64,64.42,44.82,74.82,85.38,82.7,2220.1,1.57,13.52,52.6,396.22,399.23,1591.4,4837.33,375.18,48.09,861.57,6852,2,0,1,0,0
"Somersetcity","KY",10,10733,2.52,4.7,94.74,0.35,0.41,13.16,24.8,11.99,17.32,0,16810,63.09,1.63,31.86,39.39,13.24,15.65,23064,10255,7738,8318,5313,5500,1598,22.25,31.9,43.59,14.98,5.82,45.7,15.18,26.89,13.76,24.74,10.31,29.12,14.13,2.89,66.1,63.17,73.48,76.31,45.8,62.06,1.95,0,9.52,11.9,35.71,0,0.04,0.05,0.14,98.58,0.32,2.91,1.9,2.29,2.36,2.19,58.97,1.39,52.62,2,376,91.88,57.22,0.53,46.01,1959,10.45,0.67,40900,197,247,25.5,16.1,12.1,6,0,0.39,80.01,53.86,86.1,94.01,10,1074.2,1.05,0,49.25,41.04,476.07,689.49,3488.47,213.41,8.21,566.36,4399.58,2,0,1,0,0
"Canandaiguacity","NY",10,10725,2.43,0.93,98.35,0.34,0.78,12.77,26.66,13.38,14.7,0,28428,74.22,0.65,44.91,33.37,7.7,18.51,34695,14347,19059,5867,2884,3195,8227,9.95,7.69,20.35,21.69,6.87,61.22,19.26,29.02,14.23,27.84,11.4,32.44,15.06,2.99,68.62,67.53,73.51,65.82,62.09,72.89,2.41,0,5.91,5.91,5.91,0,0.12,0.12,0.12,94.88,0.41,2.89,1.77,2.35,2.62,2.07,56.39,0.97,51.54,2,304,93.56,50.51,0.99,47.37,1958,2.65,0.57,84800,386,456,26.2,20.1,12.1,0,0,2.05,81.21,48.62,75.68,92.55,4.8,2250.7,0.64,0,53.65,17.88,17.88,366.6,2718.17,26.82,0,89.41,3111.59,3,0,0,1,0
"Blacksburgtown","VA",10,34590,3.1,4.27,87.43,7.7,1.76,42.76,66.39,55.44,3.88,0,18592,90.2,1.48,53.52,10.45,3.69,8.16,35617,10152,7824,3258,6539,6331,7389,37.43,3.4,8.25,61.57,6.88,45.37,6.9,50.34,6.07,43.57,2.92,73.08,5.67,2.85,78.41,78.18,83.65,81.5,56.73,63.73,1.8,36.89,54.64,67.3,72.32,4,5.92,7.29,7.83,88.3,1,2.06,1.02,2.37,2.58,2.28,34.37,1.83,52.12,2,682,94.25,31.6,0.59,23.46,1975,2.67,0.34,94300,365,417,35.1,18.6,11,0,0,10.81,37.19,18.33,31.15,69.3,19.4,1779.3,6.36,0,36.53,11.24,64.63,384.99,1818.18,39.34,0,112.4,2242.51,2,0,1,0,0
"Indianapoliscity","IN",10,741952,2.5,22.38,76.08,0.94,1.05,13.13,28.49,13.12,10.34,100,29083,80.77,0.62,37.33,24.12,6.01,15.21,35039,16222,9166,10636,15880,8857,10625,12.47,6.95,23.46,21.87,5.58,65.6,15.86,23.44,13.81,27.22,12.77,31.03,16.24,3.07,66.06,61.88,75.27,66.89,67.45,73.22,6.06,14.97,21.58,27.95,35.52,0.29,0.41,0.53,0.68,95.61,0.55,5,3.25,2.46,2.67,2.18,61.69,2.47,52.98,2,28233,91.3,56.84,11.69,34.66,1962,5.6,0.33,61100,343,409,24.3,17.6,12.3,563,137,1.91,69.53,47.61,82.54,90.9,380,1952.4,3.23,18.18,138.25,548.17,977.88,2039.99,3846,1397.43,65.78,1682.48,7349.2,1,1,0,0,0
"Berwickborough","PA",10,10976,2.38,0.42,99.19,0.24,0.52,12.74,23.42,11.66,20.6,0,20423,66.11,0.35,39.47,44.02,6.67,22.63,25180,10271,3000,0,0,0,5227,10.64,12.7,33.09,6.3,9.13,51.63,36.48,16.22,31.63,13.53,10.75,26.73,12.72,2.94,68.37,66.61,75.95,75.19,53.63,67.62,1.92,0,14.67,14.67,14.67,0,0.1,0.1,0.1,96.47,0.11,4.19,2.75,2.35,2.41,2.24,66.1,1.02,42.83,3,272,94.44,64.4,0.74,56.62,1940,3.05,0.59,43800,236,335,24.8,17.9,14.2,0,0,0.68,89.03,65.27,88.99,95.65,3.2,3421.4,0.24,0,9.22,18.43,55.3,396.31,949.31,175.12,18.43,82.95,1539.17,3,0,0,1,0
